iter	Logloss
132	0.3531695927
133	0.3529605202
134	0.3527091204
135	0.3524606558
136	0.3523513359
137	0.3520276348
138	0.3519181059
139	0.3515886585
140	0.3513249873
141	0.3505790421
142	0.3501015344
143	0.3499167991
144	0.3497661291
145	0.3492289352
146	0.3490229683
147	0.3488377427
148	0.3485322969
149	0.3478419393
150	0.3474588695
151	0.347358276
152	0.3471226569
153	0.3469796315
154	0.3468632952
155	0.3465194658
156	0.3463713711
157	0.3459748883
158	0.3455694946
159	0.3450969653
160	0.3447196269
161	0.344061341
162	0.3434870545
163	0.3429804361
164	0.3425791562
165	0.3424952848
166	0.3422764388
167	0.3420539831
168	0.3417367743
169	0.341423571
170	0.3411085649
171	0.3408098996
172	0.3402523222
173	0.3398362469
174	0.3395311823
175	0.3394294413
176	0.3392193041
177	0.3383432214
178	0.3381819269
179	0.3379400408
180	0.3373975781
181	0.3372183974
182	0.3370449985
183	0.336648282
184	0.3360296432
185	0.3360143673
186	0.3357334306
187	0.3352679016
188	0.3348246763
189	0.3346459323
190	0.3344359006
191	0.3343593862
192	0.3343086124
193	0.3340151871
194	0.3336056078
195	0.3331101281
196	0.3325882251
197	0.3322176982
198	0.3318587329
199	0.3316183786
200	0.3313770828
201	0.3312226593
202	0.3311414935
203	0.331026275
204	0.3307472286
205	0.3302020642
206	0.3295465399
207	0.3293523325
208	0.3291438906
209	0.3286816093
210	0.3284954551
211	0.3281064524
212	0.3278588652
213	0.3275669307
214	0.32714229
215	0.3268876954
216	0.3267497053
217	0.3265472316
218	0.3263514998
219	0.3261685948
220	0.3260974663
221	0.3256306294
222	0.3253646733
223	0.3252156535
224	0.3247965956
225	0.3244563312
226	0.3243472491
227	0.3241938964
228	0.3239240298
229	0.323647972
230	0.3231892642
231	0.3228713439
232	0.3224383234
233	0.3221474398
234	0.3218876407
235	0.3218190692
236	0.3213097217
237	0.3210986415
238	0.3209582565
239	0.3207795598
240	0.3205274006
241	0.3202451069
242	0.3200845823
243	0.3196121911
244	0.3195935083
245	0.3194561867
246	0.319251357
247	0.3189830194
248	0.3185813487
249	0.3183790025
250	0.3178947137
251	0.3178505612
252	0.3175914919
253	0.3172607708
254	0.316765679
255	0.3165836191
256	0.316029404
257	0.3158156188
258	0.315515505
259	0.3151292413
260	0.3148120405
261	0.3146748651
262	0.3145098637
263	0.3141728399
264	0.3137187846
265	0.31342816
266	0.3131195076
267	0.3126826473
268	0.312217625
269	0.3116172363
270	0.3112646617
271	0.3109236746
272	0.3104757065
273	0.3102751267
274	0.3100680398
275	0.3097744061
276	0.309420271
277	0.3091498057
278	0.3089709852
279	0.3086409753
280	0.3085806787
281	0.3083697741
282	0.3077194696
283	0.3076100925
284	0.3071281651
285	0.3066991447
286	0.3063940934
287	0.3061667605
288	0.3059071359
289	0.3055670896
290	0.3052196319
291	0.3046715345
292	0.3044256588
293	0.3040653133
294	0.3039207285
295	0.3037463671
296	0.3035013262
297	0.303229076
298	0.3025515168
299	0.3023324059
300	0.3023062116
301	0.3020936567
302	0.30176034
303	0.3014816602
304	0.3012364571
305	0.3008764244
306	0.3008115397
307	0.3006982035
308	0.300390454
309	0.3001774412
310	0.2998036336
311	0.2995816949
312	0.2989520286
313	0.2987933092
314	0.298530603
315	0.2982627467
316	0.298151021
317	0.2979707608
318	0.2975126319
319	0.297080514
320	0.2968509693
321	0.29660092
322	0.2963505906
323	0.2961548345
324	0.2958444033
325	0.2956964303
326	0.2954670927
327	0.2951908587
328	0.295056769
329	0.294914454
330	0.2947802828
331	0.2946767022
332	0.2944987957
333	0.2942722322
334	0.294118196
335	0.2939148519
336	0.2937497808
337	0.2931586486
338	0.2925592652
339	0.292440496
340	0.2923714382
341	0.2922412869
342	0.2921402262
343	0.2920282942
344	0.2917545375
345	0.2916335803
346	0.2913682253
347	0.291139531
348	0.2908643804
349	0.2907682282
350	0.2901617399
351	0.2895611773
352	0.2893613348
353	0.2892857431
354	0.2891935586
355	0.2889613813
356	0.2887597401
357	0.2885391155
358	0.2880855991
359	0.2878509675
360	0.2876430741
361	0.2873313069
362	0.2870444171
363	0.286472852
364	0.2861112606
365	0.2859739874
366	0.2859239255
367	0.2851775529
368	0.2848314195
369	0.2844232615
370	0.2842369456
371	0.2840038799
372	0.2837341664
373	0.2835132789
374	0.2834806704
375	0.2834126973
376	0.2831777929
377	0.2828094431
378	0.282611372
379	0.2824120044
380	0.2821586647
381	0.2820236296
382	0.2819010973
383	0.2816898503
384	0.2815113159
385	0.2810002984
386	0.2809502879
387	0.2806650997
388	0.280474398
389	0.2803289017
390	0.2798987451
391	0.2795562174
392	0.2794803887
393	0.2788325383
394	0.2785755816
395	0.2780888702
396	0.2779101223
397	0.2775710395
398	0.2773802238
399	0.277293569
400	0.2768464366
401	0.276577911
402	0.276191011
403	0.2758315996
404	0.2757427776
405	0.2755073753
406	0.2753668001
407	0.2752476657
408	0.2751006388
409	0.2748018152
410	0.2746988683
411	0.2744126623
412	0.2742539452
413	0.2740998925
414	0.273801056
415	0.2737990755
416	0.2737303139
417	0.2734154689
418	0.2725163607
419	0.2722274641
420	0.2719975394
421	0.2718891377
422	0.271365293
423	0.2711824049
424	0.2711454379
425	0.2709821171
426	0.2709424291
427	0.270820222
428	0.270708717
429	0.2706349846
430	0.2703545526
431	0.2701122807
432	0.2700225343
433	0.2699738808
434	0.2699495134
435	0.2694633907
436	0.269365027
437	0.2690522447
438	0.2687855717
439	0.2684476947
440	0.2681629168
441	0.267932907
442	0.267824063
443	0.2676875419
444	0.2675659115
445	0.2673867396
446	0.2673197418
447	0.2672770128
448	0.2671452849
449	0.2668562277
450	0.266593556
451	0.2664160302
452	0.2662839497
453	0.2656262648
454	0.2655479887
455	0.2654342758
456	0.2653856227
457	0.2652703002
458	0.2651289026
459	0.2649098845
460	0.2646040407
461	0.2642114771
462	0.2638040995
463	0.2636858295
464	0.2631075424
465	0.2630401718
466	0.2627546332
467	0.2625239988
468	0.2624070908
469	0.262232391
470	0.262135165
471	0.2619202731
472	0.2618178133
473	0.2617720315
474	0.2616520631
475	0.2615200044
476	0.2613505473
477	0.2613359932
478	0.2605364606
479	0.260470371
480	0.2603312891
481	0.2600243235
482	0.2599052497
483	0.259660556
484	0.2594373365
485	0.2593023915
486	0.2592316278
487	0.2591976886
488	0.2590955241
489	0.258440682
490	0.2582325624
491	0.2581560417
492	0.2580312049
493	0.2577802191
494	0.2575941405
495	0.2575610426
496	0.2572929907
497	0.2571260491
498	0.2570747342
499	0.2568130586
