iter	Passed	Remaining
1667	37499	7463
1668	37520	7441
1669	37542	7418
1670	37567	7396
1671	37588	7373
1672	37610	7351
1673	37631	7328
1674	37653	7305
1675	37674	7283
1676	37695	7260
1677	37716	7237
1678	37738	7215
1679	37760	7192
1680	37782	7169
1681	37804	7147
1682	37826	7124
1683	37848	7102
1684	37870	7079
1685	37891	7056
1686	37913	7034
1687	37935	7011
1688	37956	6988
1689	37976	6966
1690	37998	6943
1691	38019	6920
1692	38042	6898
1693	38071	6877
1694	38096	6855
1695	38119	6832
1696	38142	6810
1697	38166	6788
1698	38191	6766
1699	38216	6744
1700	38239	6721
1701	38262	6699
1702	38285	6676
1703	38305	6654
1704	38329	6631
1705	38354	6609
1706	38377	6587
1707	38398	6564
1708	38421	6542
1709	38445	6519
1710	38468	6497
1711	38492	6475
1712	38515	6453
1713	38538	6430
1714	38560	6408
1715	38584	6385
1716	38606	6363
1717	38629	6340
1718	38652	6318
1719	38675	6295
1720	38696	6273
1721	38718	6250
1722	38740	6228
1723	38762	6205
1724	38783	6182
1725	38803	6160
1726	38824	6137
1727	38848	6115
1728	38870	6092
1729	38893	6070
1730	38915	6047
1731	38937	6025
1732	38960	6002
1733	38982	5979
1734	39002	5957
1735	39024	5934
1736	39048	5912
1737	39071	5889
1738	39096	5867
1739	39122	5845
1740	39149	5824
1741	39174	5801
1742	39198	5779
1743	39220	5757
1744	39242	5734
1745	39264	5712
1746	39286	5689
1747	39308	5666
1748	39329	5644
1749	39352	5621
1750	39375	5599
1751	39397	5576
1752	39419	5554
1753	39442	5531
1754	39465	5509
1755	39486	5486
1756	39510	5464
1757	39533	5442
1758	39555	5419
1759	39576	5396
1760	39598	5374
1761	39620	5351
1762	39641	5329
1763	39663	5306
1764	39685	5283
1765	39705	5261
1766	39727	5238
1767	39748	5215
1768	39770	5193
1769	39791	5170
1770	39812	5147
1771	39833	5125
1772	39856	5102
1773	39879	5080
1774	39901	5057
1775	39924	5035
1776	39945	5012
1777	39967	4990
1778	39988	4967
1779	40010	4945
1780	40031	4922
1781	40053	4899
1782	40073	4877
1783	40095	4854
1784	40116	4831
1785	40139	4809
1786	40162	4787
1787	40183	4764
1788	40205	4741
1789	40227	4719
1790	40248	4696
1791	40270	4674
1792	40291	4651
1793	40312	4629
1794	40334	4606
1795	40355	4583
1796	40377	4561
1797	40400	4538
1798	40421	4516
1799	40443	4493
1800	40465	4471
1801	40487	4448
1802	40508	4426
1803	40529	4403
1804	40549	4380
1805	40572	4358
1806	40593	4335
1807	40615	4313
1808	40637	4290
1809	40661	4268
1810	40682	4245
1811	40703	4223
1812	40725	4200
1813	40747	4178
1814	40769	4155
1815	40791	4133
1816	40810	4110
1817	40831	4087
1818	40853	4065
1819	40875	4042
1820	40898	4020
1821	40921	3997
1822	40942	3975
1823	40964	3952
1824	40986	3930
1825	41008	3907
1826	41029	3885
1827	41051	3862
1828	41072	3840
1829	41092	3817
1830	41114	3794
1831	41135	3772
1832	41157	3749
1833	41181	3727
1834	41202	3704
1835	41224	3682
1836	41246	3659
1837	41268	3637
1838	41290	3614
1839	41312	3592
1840	41334	3569
1841	41356	3547
1842	41378	3524
1843	41399	3502
1844	41423	3479
1845	41445	3457
1846	41467	3435
1847	41488	3412
1848	41510	3389
1849	41532	3367
1850	41554	3345
1851	41577	3322
1852	41598	3300
1853	41620	3277
1854	41642	3255
1855	41664	3232
1856	41687	3210
1857	41708	3187
1858	41729	3165
1859	41752	3142
1860	41773	3120
1861	41795	3097
1862	41817	3075
1863	41842	3052
1864	41868	3030
1865	41891	3008
1866	41915	2985
1867	41939	2963
1868	41961	2941
1869	41983	2918
1870	42004	2896
1871	42025	2873
1872	42047	2851
1873	42069	2828
1874	42092	2806
1875	42114	2783
1876	42135	2761
1877	42158	2738
1878	42181	2716
1879	42205	2693
1880	42227	2671
1881	42249	2649
1882	42272	2626
1883	42295	2604
1884	42317	2581
1885	42339	2559
1886	42361	2536
1887	42383	2514
1888	42405	2491
1889	42429	2469
1890	42452	2447
1891	42473	2424
1892	42496	2402
1893	42518	2379
1894	42540	2357
1895	42562	2334
1896	42583	2312
1897	42604	2289
1898	42626	2267
1899	42647	2244
1900	42669	2222
1901	42690	2199
1902	42714	2177
1903	42736	2154
1904	42757	2132
1905	42778	2109
1906	42801	2087
1907	42822	2064
1908	42845	2042
1909	42868	2019
1910	42889	1997
1911	42910	1974
1912	42931	1952
1913	42952	1929
1914	42977	1907
1915	42998	1885
1916	43021	1862
1917	43043	1840
1918	43065	1817
1919	43087	1795
1920	43109	1772
1921	43129	1750
1922	43151	1727
1923	43174	1705
1924	43195	1682
1925	43218	1660
1926	43241	1638
1927	43263	1615
1928	43284	1593
1929	43307	1570
1930	43330	1548
1931	43351	1525
1932	43373	1503
1933	43394	1480
1934	43415	1458
1935	43436	1435
1936	43458	1413
1937	43482	1391
1938	43508	1368
1939	43532	1346
1940	43556	1323
1941	43577	1301
1942	43598	1279
1943	43619	1256
1944	43641	1234
1945	43663	1211
1946	43685	1189
1947	43709	1166
1948	43732	1144
1949	43757	1121
1950	43779	1099
1951	43800	1077
1952	43824	1054
1953	43847	1032
1954	43868	1009
1955	43892	987
1956	43914	964
1957	43935	942
1958	43956	919
1959	43978	897
1960	44001	875
1961	44024	852
1962	44046	830
1963	44067	807
1964	44089	785
1965	44111	762
1966	44132	740
1967	44153	717
1968	44175	695
1969	44197	673
1970	44218	650
1971	44240	628
1972	44264	605
1973	44285	583
1974	44306	560
1975	44328	538
1976	44350	515
1977	44371	493
1978	44393	471
1979	44414	448
1980	44435	426
1981	44457	403
1982	44479	381
1983	44500	358
1984	44523	336
1985	44546	314
1986	44567	291
1987	44588	269
1988	44609	246
1989	44630	224
1990	44652	201
1991	44672	179
1992	44695	156
1993	44716	134
1994	44738	112
1995	44760	89
1996	44784	67
1997	44806	44
1998	44829	22
1999	44850	0
